#TEXT,TEXT,TEXT,TEXT,NUM,NUM,NUM,TEXT,NUM,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,NUM,TEXT,TEXT,NUM,NUM,TEXT,TEXT,NUM,Text,TEXT,TEXT,NUM
id,assetID,uiAsset,nickName,type,rarity,isEvolutionable,evolutionID,property,levelUpExpRate,healthModifyRate,strengthModifyRate,intelligenceModifyRate,speedModifyRate,defenseModifyRate,enduranceModifyRate,recoveryRate,equip,spellIDList,weakpointList,friendship,disposition,closeUp,fragmentId,fragmentCount,say,monsterfounds,background,black
bosshuoshan47Ifrit4,bosshuoshan47Ifrit4@moxing,icon_xgYifulite_hong,xgYifulite,3,6,0,null,4,1,17,4,4,1.25,1.35,1,1,4,"[""bosshuoshan47Ifrit41"",""bosshuoshan47Ifrit42"",""bosshuoshan47Ifrit43"",""bosshuoshan47Ifrit44"",""bosshuoshan47Ifrit45"",""lazy"",""defend""]","[""bosshuoshan47Ifrit4wp01"",""bosshuoshan47Ifrit4wp02"",""bosshuoshan47Ifrit4wp03"",""bosshuoshan47Ifrit4wp04""]",83,1,txMuling2,,-1,bosshuoshan47Ifrit4tips,"2_1,2_2,3_1",xgWushi3,0
bosshuoshan48Hehuaisituosi4,bosshuoshan48Hehuaisituosi4@moxing,icon_xgHehuaisituosi_hong,Hehuaisituosi,5,6,0,null,4,1,22,4,4,1.5,1.45,1,1,4,"[""bosshuoshan48Hehuaisituosi41"",""bosshuoshan48Hehuaisituosi42"",""bosshuoshan48Hehuaisituosi43"",""bosshuoshan48Hehuaisituosi44"",""bosshuoshan48Hehuaisituosi45"",""lazy"",""defend""]","[""bosshuoshan48Hehuaisituosi4wp06"",""bosshuoshan48Hehuaisituosi4wp01"",""bosshuoshan48Hehuaisituosi4wp02"",""bosshuoshan48Hehuaisituosi4wp03"",""bosshuoshan48Hehuaisituosi4wp04"",""bosshuoshan48Hehuaisituosi4wp05""]",85,3,txMuling2,,-1,bosshuoshan48Hehuaisituosi4tips,"2_1,2_2,3_1",xgXiyiren4,0
xgXiaochou2,xgXiaochou2@moxing,icon_xgXiaochou_lv,xgXiaochou,2,2,0,null,2,1,1.1,1,1,1,1,1,1,3,"[""ultXiaochou2"",""attackPlantSlight"",""magicPlantColumnStrong"",""psvXiaochou2"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",86,2,txXiaochou2,20039,50,xiaochoutips,"2_1,2_2,3_1",story_xiaochou,1
xgSaibulesi4,xgSaibulesi4@moxing,icon_xgSantouquan_hong,xgSaibulesi,2,2,0,null,4,1,1,1.1,1.1,1.03,1,1,1,3,"[""ultSaibulesi4"",""attackFireSlight"",""magicFireColumnStrong"",""psvSaibulesi4"",""phydazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",87,2,txSaibulesi4,20040,50,saibulesitips,"2_1,2_2,3_1",story_diyuquan,1
bosszhifuletuJiuweihu4,bosszhifuletuJiuweihu4@moxing,icon_xgJiuweihu_hong,Jiuweihu,1,6,0,null,4,1,22,3,3.85,1.2,1.3,1,1,3,"[""bosszhifuletuJiuweihu41"",""bosszhifuletuJiuweihu42"",""bosszhifuletuJiuweihu43"",""lazy"",""defend""]","[""bosszhifuletuJiuweihu4wp01"",""bosszhifuletuJiuweihu4wp02""]",88,6,txJiuweihu4,,-1,bosszhifuletuJiuweihu4tips,"2_1,2_2,3_1",xgLonggongtongzi3,0
bossmidasigongHuangjinzhiling1,bossmidasigongHuangjinzhiling1@moxing,icon_xgHuangjinzhiling_bai,Huangjinzhiling,5,6,0,null,1,1,22.5,3.5,4.5,1.2,1.8,1,1,3,"[""bossmidasigongHuangjinzhiling11"",""bossmidasigongHuangjinzhiling12"",""bossmidasigongHuangjinzhiling13"",""bossmidasigongHuangjinzhiling14"",""lazy"",""defend""]","[""bossmidasigongHuangjinzhiling1wp01"",""bossmidasigongHuangjinzhiling1wp02"",""bossmidasigongHuangjinzhiling1wp03"",""bossmidasigongHuangjinzhiling1wp04""]",89,2,txHuangjinzhiling1,,-1,bossmidasigongHuangjinzhiling1tips,"2_1,2_2,3_1",xgXiyiren2,0
xgMoguguai3,xgMoguren3@moxing,icon_xgMoguren_lan,xgMoguguai,4,0,0,null,3,1,0.8,0.5,0.89,1,0.8,1,1,3,"[""ultMoguguai3"",""attackWaterSlight"",""magicWaterColumnStrong"",""psvMoguguai3"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",90,2,txMoguguai3,20041,20,moguguaitips,"2_1,2_2,3_1",story_moguguai,1
bossshiliantaMoguguai4,bossdajie11Moguguai4@moxing,icon_xgMoguren_hong,xgMoguguai,1,6,0,null,4,1,12,2.2,1.65,1,1,1,1,1,"[""bossdajie11Moguguai41"",""bossdajie11Moguguai42"",""bossdajie11Moguguai43"",""lazy"",""defend""]","[""bossdajie11Moguguai4wp01"",""bossdajie11Moguguai4wp02""]",91,2,txMoguguai4,,-1,bossdajie11Moguguai4tips,"2_1,2_2,3_1",xgLangren3,0
bossshiliantaZouyincao2,bossdajie16Zouyincao2@moxing,icon_xgZouyincao_lv,bossdajie16Zouyincao2,4,6,0,null,2,1,12.5,2.5,2.65,1,1,1,1,4,"[""bossdajie16Zouyincao21"",""bossdajie16Zouyincao22"",""bossdajie16Zouyincao23"",""lazy"",""defend""]","[""bossdajie16Zouyincao2wp01"",""bossdajie16Zouyincao2wp02"",""bossdajie16Zouyincao2wp03"",""bossdajie16Zouyincao2wp04""]",92,2,txZouyincao,,-1,bossdajie16Zouyincao2tips,"2_1,2_2,3_1",xgShuigui3,0
bossshiliantaLangren3,bossdajie15Langren3@moxing,icon_xgLangren_lan,xgLangren,1,6,0,null,3,1,3.34,3,1.5,2,1.6,1,1,2,"[""bossdajie15Langren31"",""bossdajie15Langren32"",""bossdajie15Langren33"",""bossdajie15Langren34"",""bossdajie15Langren35"",""lazy"",""defend""]","[""bossdajie15Langren3wp01"",""bossdajie15Langren3wp02"",""bossdajie15Langren3wp03""]",93,1,txLangren3,,-1,bossdajie15Langren3tips,"2_1,2_2,3_1",xgNvyao5,0
bossshiliantaMomo1,bosssenlin36Momo1@moxing,icon_xgMomo_bai,xgMomo,3,6,0,null,1,1,15,2.5,3.5,1.2,1.2,1,1,4,"[""bosssenlin36Momo11"",""bosssenlin36Momo12"",""bosssenlin36Momo13"",""bosssenlin36Momo14"",""lazy"",""defend""]","[""bosssenlin36Momo1wp01"",""bosssenlin36Momo1wp02""]",94,2,txMuling2,,-1,bosssenlin36Momo1tips,"2_1,2_2,3_1",xgNvyao1,0
bossshiliantaPiying5,bossdajie14Piying5@moxing,icon_xgPiying_hei,xgPiying,3,6,0,null,5,1,5,2.5,3.3,2.14,1.5,1,1,4,"[""bossdajie14Piying51"",""bossdajie14Piying52"",""bossdajie14Piying53"",""bossdajie14Piying54"",""bossdajie14Piying55"",""lazy"",""defend""]","[""bossdajie14Piying5wp01"",""bossdajie14Piying5wp02"",""bossdajie14Piying5wp03"",""bossdajie14Piying5wp04""]",95,2,txPiying5,,-1,bossdajie14Piying5tips,"2_1,2_2,3_1",xgHapi1,0
bossshiliantaHongniu4,bosshuoshan41Hongniu4@moxing,icon_xgHongniu_hong,xgHongniu,3,6,0,null,4,1,15,3.5,2.5,1.2,1.8,1,1,4,"[""bosshuoshan41Hongniu41"",""bosshuoshan41Hongniu42"",""bosshuoshan41Hongniu43"",""bosshuoshan41Hongniu44"",""lazy"",""defend""]","[""bosshuoshan41Hongniu4wp01"",""bosshuoshan41Hongniu4wp02"",""bosshuoshan41Hongniu4wp03""]",97,1,txMuling2,,-1,bosshuoshan41Hongniu4tips,"2_1,2_2,3_1",xgPiying1,0
bossshiliantaHuapo2,bossdajie17Huapo2@moxing,icon_xgHuapo_lv,xgHuapo,4,6,0,null,2,1,12.5,2.25,1.7,1.15,1.2,1,1,1,"[""bossdajie17Huapo21"",""bossdajie17Huapo22"",""bossdajie17Huapo23"",""bossdajie17Huapo24"",""lazy"",""defend""]","[""bossdajie17Huapo2wp01"",""bossdajie17Huapo2wp02""]",98,1,txHuapo2,,-1,bossdajie17Huapo2tips,"2_1,2_2,3_1",xgKairuisi5,0
bossshiliantaLonggongtongzi3,bossxiaoxiang26Longgongtongzi3@moxing,icon_xgLonggongtongzi_lan,xgLonggongtongzi,2,6,0,null,3,1,12,2.5,3.45,1.3,1.45,1,1,4,"[""bossxiaoxiang26Longgongtongzi31"",""bossxiaoxiang26Longgongtongzi32"",""bossxiaoxiang26Longgongtongzi33"",""bossxiaoxiang26Longgongtongzi34"",""lazy"",""defend""]","[""bossxiaoxiang26Longgongtongzi3wp01"",""bossxiaoxiang26Longgongtongzi3wp02"",""bossxiaoxiang26Longgongtongzi3wp03""]",100,1,txLonggongtongzi3,,-1,bossxiaoxiang26Longgongtongzi3tips,"2_1,2_2,3_1",xgYifanmumian1,0
bossshiliantaSaibulesi4,bosshuoshan45Saibulesi4@moxing,icon_xgSantouquan_hong,xgSaibulesi,2,6,0,null,4,1,16,2.8,2.8,1.45,1.2,1,1,4,"[""bosshuoshan45Saibulesi41"",""bosshuoshan45Saibulesi42"",""bosshuoshan45Saibulesi43"",""bosshuoshan45Saibulesi44"",""bosshuoshan45Saibulesi45"",""lazy"",""defend""]","[""bosshuoshan45Saibulesi4wp01"",""bosshuoshan45Saibulesi4wp02"",""bosshuoshan45Saibulesi4wp03"",""bosshuoshan45Saibulesi4wp04""]",101,2,txMuling2,,-1,bosshuoshan45Saibulesi4tips,"2_1,2_2,3_1",bosskongdao78Jinglingwang1,0
xgshiliantaNvyao5,xgNvyao5@moxing,icon_xgNvyao_hei,xgNvyao,2,6,0,null,5,1,0.98,1,1.2,1,1,1,1,3,"[""ultNvyao5"",""attackEarthSlight"",""magicEarthBallStrong"",""psvshiliantaNvyao5"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",102,2,txNvyao5,,-1,nvyaotips,"2_1,2_2,3_1",story_baosangnvyao,0
xgshiliantaWeitianshi5,xgshiliantaWeitianshi5@moxing,icon_xgWeitianshi_hei,xgWeitianshi,2,6,0,null,5,1,1.2648,1.11,0.8658,1.25,1.1948,1,1,4,"[""ultWeitianshi5"",""attackEarthStabMedium"",""magicEarthColumnMedium"",""debuffDefense"",""psvshiliantaWeitianshi5"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",103,3,txWeitianshi5,,-1,weitianshitips,"2_1,2_2,3_1",story_weitianshi,0
bossshiliantaPanshen2,bossxiaoxiang23Panshen2@moxing,icon_xgPanshen_lv,xgPanshen,5,6,0,null,2,1,12,4,3,1.5,1.27,1,1,2,"[""bossshiliantaPanshen21"",""bossshiliantaPanshen22"",""bossxiaoxiang23Panshen22"",""bossxiaoxiang23Panshen23"",""bossxiaoxiang23Panshen24"",""lazy"",""defend""]","[""bossxiaoxiang23Panshen2wp01"",""bossxiaoxiang23Panshen2wp02""]",104,1,txPanshen2,,-1,bossxiaoxiang23Panshen2tips,"2_1,2_2,3_1",bossdajie11Xiaochou4,0
bossshiliantaAmute3,bosssenlin34Amute3@moxing,icon_xgAmute_lan,xgAmute,5,6,0,null,3,1,24,3,4,1.3,2,1,1,4,"[""bosssenlin34Amute31"",""bosssenlin34Amute32"",""bosssenlin34Amute33"",""bosssenlin34Amute34"",""lazy"",""defend""]","[""bosssenlin34Amute3wp01"",""bosssenlin34Amute3wp02"",""bosssenlin34Amute3wp03""]",105,3,txMuling2,,-1,bosssenlin34Amute3tips,"2_1,2_2,3_1",bossdajie11Moguguai4,0
bossshiliantaLuoxinfu5,bosssenlin33Luoxinfu5@moxing,icon_xgLuoxinfu_hei,xgLuoxinfu,1,6,0,null,5,1,18,2.2,3,1.3,1.2,1,1,4,"[""bosssenlin33Luoxinfu51"",""bosssenlin33Luoxinfu52"",""bosssenlin33Luoxinfu53"",""bosssenlin33Luoxinfu54"",""bosssenlin33Luoxinfu55"",""bosssenlin33Luoxinfu56"",""lazy"",""defend""]","[""bosssenlin33Luoxinfu5wp01"",""bosssenlin33Luoxinfu5wp02"",""bosssenlin33Luoxinfu5wp03"",""bosssenlin33Luoxinfu5wp04"",""bosssenlin33Luoxinfu5wp05""]",106,2,txMuling2,,-1,bosssenlin33Luoxinfu5tips,"2_1,2_2,3_1",bossdajie12Mantuoluo2,0
bossshiliantaLongnv3,bosssenlin32Longnv3@moxing,icon_xgLongnv_lan,xgLongnv,5,6,0,null,3,1,19,3.2,4,1.3,1.5,1,1,4,"[""bosssenlin32Longnv31"",""bosssenlin32Longnv32"",""bosssenlin32Longnv33"",""bosssenlin32Longnv34"",""bosssenlin32Longnv35"",""lazy"",""defend""]","[""bosssenlin32Longnv3wp01"",""bosssenlin32Longnv3wp02"",""bosssenlin32Longnv3wp03"",""bosssenlin32Longnv3wp04""]",107,1,txMuling2,,-1,bosssenlin32Longnv3tips,"2_1,2_2,3_1",bossdajie13Cike4,0
bossshiliantaDaochengsizhong4,bosshuoshan42Daochengsizhong4@moxing,icon_xgDaochengsizhong_hong,xgDaochengsizhong,2,6,0,null,4,1,22,3,3.4,1.2,1.4,1,1,4,"[""bosshuoshan42Daochengsizhong41"",""bosshuoshan42Daochengsizhong42"",""bosshuoshan42Daochengsizhong43"",""bosshuoshan42Daochengsizhong44"",""lazy"",""defend""]","[""bosshuoshan42Daochengsizhong4wp01"",""bosshuoshan42Daochengsizhong4wp02"",""bosshuoshan42Daochengsizhong4wp03"",""bosshuoshan42Daochengsizhong4wp04""]",108,2,txMuling2,,-1,bosshuoshan42Daochengsizhong4tips,"2_1,2_2,3_1",bossdajie15Langren3,0
xgshiliantaChange1,xgChange1@moxing,icon_xgChange_bai,xgChange,2,6,0,null,1,1,1,1.1,1.25,1.02,1.1,1,1,3,"[""ultChange1"",""attackMetalSlight"",""magicMetalBallStrong"",""psvshiliantaChange1"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",109,2,txChange1,,-1,changetips,"2_1,2_2,3_1",bossdajie14Piying5,0
xgshiliantaDujiaoshou1,xgDujiaoshou1@moxing,icon_xgDujiaoshou_bai,xgDujiaoshou,5,6,0,null,1,1,1.364,1.1,0.858,1.1,1.2644,1,1,4,"[""ultDujiaoshou1"",""attackMetalCutMedium"",""magicMetalColumnMedium"",""buffHot"",""psvshiliantaDujiaoshou1"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",111,4,txDujiaoshou1,,-1,dujiaoshoutips,"2_1,2_2,3_1",bossdajie16Xiaochou3,0
bossshiliantaKairuisi5,bossxiaoxiang25Kairuisi5@moxing,icon_xgKairuisi_hei,xgKairuisi,2,6,0,null,5,1,12,6,4.5,1,1.45,1,1,4,"[""bossxiaoxiang25Kairuisi51"",""bossxiaoxiang25Kairuisi52"",""bossxiaoxiang25Kairuisi53"",""bossxiaoxiang25Kairuisi54"",""bossxiaoxiang25Kairuisi55"",""bossshiliantaKairuisi56"",""lazy"",""defend""]","[""bossxiaoxiang25Kairuisi5wp01"",""bossxiaoxiang25Kairuisi5wp02"",""bossxiaoxiang25Kairuisi5wp03""]",112,2,txKairuisi5,,-1,bossxiaoxiang25Kairuisi5tips,"2_1,2_2,3_1",xgXiaochou3,0
bossshiliantaShuigui3,bossxiaoxiang24Shuigui3@moxing,icon_xgShuigui_lan,xgShuigui,2,6,0,null,3,1,27,4.1,3.6,1.4,1.6,1,1,4,"[""bossxiaoxiang24Shuigui31"",""bossxiaoxiang24Shuigui32"",""bossxiaoxiang24Shuigui33"",""bossxiaoxiang24Shuigui34"",""lazy"",""defend""]","[""bossxiaoxiang24Shuigui3wp01"",""bossxiaoxiang24Shuigui3wp02"",""bossxiaoxiang24Shuigui3wp03"",""bossxiaoxiang24Shuigui3wp04""]",113,2,txShuigui3,,-1,bossxiaoxiang24Shuigui3tips,"2_1,2_2,3_1",xgKairuisi4,0
bossshiliantaWendige2,bosssenlin31Wendige2@moxing,icon_xgWendige_lv,xgWendige,1,6,0,null,2,1,22,3.75,3.1,1.25,1.45,1,1,4,"[""bosssenlin31Wendige21"",""bosssenlin31Wendige22"",""bosssenlin31Wendige23"",""lazy"",""defend""]","[""bosssenlin31Wendige2wp01"",""bosssenlin31Wendige2wp02"",""bosssenlin31Wendige2wp03""]",114,3,txMuling2,,-1,bosssenlin31Wendige2tips,"2_1,2_2,3_1",xgHetong2,0
xgshiliantaXiaochou4,xgXiaochou4@moxing,icon_xgXiaochou_hong,xgXiaochou,2,6,0,null,4,1,1.04,1,1,1,1,1,1,3,"[""ultXiaochou4"",""attackFireSlight"",""magicFireColumnStrong"",""psvshiliantaXiaochou4"",""phydazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",115,2,txshilianXiaochou4,,-1,xiaochoutips,"2_1,2_2,3_1",xgWagui3,0
xgshiliantaXiaochou2,xgXiaochou2@moxing,icon_xgXiaochou_lv,xgXiaochou,2,6,0,null,2,1,1.04,1,1,1,1,1,1,3,"[""ultXiaochou2"",""attackPlantSlight"",""magicPlantColumnStrong"",""psvshiliantaXiaochou2"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",116,2,txshilianXiaochou2,,-1,xiaochoutips,"2_1,2_2,3_1",xgXiaochou4,0
bossshiliantaXiaochou3,bossdajie16Xiaochou3@moxing,icon_xgXiaochou_lan,xgXiaochou,2,6,0,null,3,1,18.5,6,8,1.1,1,1,1,3,"[""bossdajie16Xiaochou31"",""bossdajie16Xiaochou32"",""bossdajie16Xiaochou33"",""bossdajie16Xiaochou34"",""bossdajie16Xiaochou35"",""lazy"",""defend""]","[""bossdajie16Xiaochou3wp01"",""bossdajie16Xiaochou3wp02""]",117,5,txXiaochou3,,-1,bosssenlin35Xiaochou2tips,"2_1,2_2,3_1",xgCike4,0
bossshiliantaHetong2,bossxiaoxiang27Hetong2@moxing,icon_xgHetong_lv,xgHetong,3,6,0,null,2,1,20,3.2,3.2,1.2,1.45,1,1,4,"[""bossxiaoxiang27Hetong21"",""bossxiaoxiang27Hetong22"",""bossxiaoxiang27Hetong23"",""bossxiaoxiang27Hetong24"",""lazy"",""defend""]","[""bossxiaoxiang27Hetong2wp01"",""bossxiaoxiang27Hetong2wp02"",""bossxiaoxiang27Hetong2wp03""]",118,2,txHetong2,,-1,bossxiaoxiang27hetong2tips,"2_1,2_2,3_1",xgPanshen2,0
bossshiliantaIfrit4,bossshiliantaIfrit4@moxing,icon_xgYifulite_hong,xgYifulite,3,6,0,null,4,1,18,3.8,3.8,1.2,1.4,1,1,2,"[""bosshuoshan47Ifrit41"",""bosshuoshan47Ifrit42"",""bosshuoshan47Ifrit43"",""bosshuoshan47Ifrit44"",""bosshuoshan47Ifrit45"",""bossshiliantaIfrit46"",""lazy"",""defend""]","[""bosshuoshan47Ifrit4wp01"",""bosshuoshan47Ifrit4wp02"",""bosshuoshan47Ifrit4wp03"",""bosshuoshan47Ifrit4wp04""]",119,1,txMuling2,,-1,bosshuoshan47Ifrit4tips,"2_1,2_2,3_1",xgHuapo2,0
xgSheshouzuo1,xgSheshouzuo1@moxing,icon_xgSheshouzuo_bai,xgSheshouzuo,2,3,0,null,1,1,1.05,1.4157,0.8547,1.1,1,1,1,2,"[""ultSheshou1"",""attackMetalStabStrong"",""magicMetalSlight"",""psvSheshou1"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",120,1,txSheshouzuo1,20042,80,sheshouzuotips,"2_1,2_2,3_1",story_xingkongsheshou,0
xgWeitianshi5,xgshiliantaWeitianshi5@moxing,icon_xgWeitianshi_hei,xgWeitianshi,3,4,0,null,5,1,1.2648,1.11,0.8658,1.25,1.1948,1,1,4,"[""ultWeitianshi5"",""attackEarthStabMedium"",""magicEarthColumnMedium"",""debuffDefense"",""psvWeitianshi5"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",121,3,txWeitianshi5,20043,120,weitianshitips,"2_1,2_2,3_1",story_weitianshi,0
xgWeitianshi1,xgWeitianshi1@moxing,icon_xgWeitianshi_bai,xgWeitianshi,3,3,0,null,1,1,1.364,1,0.78,1.25,1.16,1,1,4,"[""ultWeitianshi1"",""attackMetalStabMedium"",""magicMetalColumnMedium"",""buffDefense"",""psvWeitianshi1"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",122,4,txWeitianshi1,20056,80,weitianshitips,"2_1,2_2,3_1",story_weitianshi,0
xgSheshouzuo3,xgSheshouzuo3@moxing,icon_xgSheshouzuo_lan,xgSheshouzuo,2,2,0,null,3,1,1.302,1,0.78,1.1,1.16,1,1,4,"[""ultSheshou3"",""attackWaterStabMedium"",""magicWaterColumnMedium"",""buffAttack"",""psvSheshou3"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",123,4,txSheshouzuo3,20044,50,sheshouzuotips,"2_1,2_2,3_1",story_xingkongsheshou,0
xgBingyan3,xgBingyan3@moxing,icon_xgBingyan_lan,xgBingyan,3,3,0,null,3,1,1.474,0.81,0.63,1,2.436,1,1.4,1,"[""ultBingyan3"",""attackWaterStabMedium"",""magicWaterColumnMedium"",""psvBingyan3"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",124,6,txBingyan3,20045,80,shilaimutips,"2_1,2_2,3_1",story_shilaimu,0
xgMengyan5,xgMengyan5@moxing,icon_xgMengyan_hei,xgMengyan,3,1,0,null,5,1,1,1.31274,0.79254,1.02,1,1,1,2,"[""ultMengyan5"",""attackEarthCutStrong"",""magicEarthSlight"",""psvMengyan5"",""phydazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",125,1,txMengyan5,20046,30,mengyantips,"2_1,2_2,3_1",story_mengyan,1
xgDujiaoshou5,xgDujiaoshou5@moxing,icon_xgDujiaoshou_hei,xgDujiaoshou,5,4,0,null,5,1,1.364,1.1,0.858,1.1,1.2644,1,1,4,"[""ultDujiaoshou5"",""attackEarthCutMedium"",""magicEarthColumnMedium"",""magicdebuffEarthDotMedium"",""psvDujiaoshou5"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",133,3,txDujiaoshou5,20049,120,dujiaoshoutips,"2_1,2_2,3_1",story_dujiaoshou,0
xgChange5,xgChange5@moxing,icon_xgChange_hei,xgChange,5,3,0,null,5,1,1,1.1,1.25,1.02,1.1,1,1,3,"[""ultChange5"",""attackEarthSlight"",""magicEarthBallStrong"",""psvChange5"",""phydazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",134,2,txChange5,20050,80,changetips,"2_1,2_2,3_1",story_change,0
xgHuoniao3,xgHuoniao3@moxing,icon_xgHuoniao_lan,xgShuiniao,1,3,0,null,3,1,1.488,1,0.78,1,1.2528,1,1,4,"[""ultHuoniao3"",""attackWaterSmashMedium"",""magicWaterColumnMedium"",""debuffSpeed"",""psvHuoniao3"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",135,3,txHuoniao3,20051,80,huoniaotips,"2_1,2_2,3_1",story_shuiniao,0
xgIfrit5,xgIfrit5@moxing,icon_xgYifulite_hei,xgYifulite,3,4,0,null,5,1,1.1,1.6731,0.6993,1,1.1,1,1,2,"[""ultIfrit5"",""attackEarthCutStrong"",""magicEarthSlight"",""psvIfrit5"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",138,1,txIfrit5,20052,120,yifulitetips,"2_1,2_2,3_1",story_ifulite5,0
bosschaoxue51Langren5,bosschaoxue51Langren5@moxing,icon_xgLangren_hei,xgLangren,1,6,0,null,5,1,14,3.6,2.5,2,1.6,1,1,2,"[""bosschaoxue51Langren51"",""bosschaoxue51Langren52"",""bosschaoxue51Langren53"",""bosschaoxue51Langren54"",""bosschaoxue51Langren55"",""lazy"",""defend""]","[""bosschaoxue51Langren5wp01"",""bosschaoxue51Langren5wp02"",""bosschaoxue51Langren5wp03""]",139,1,txLangren,,-1,bosschaoxue51Langren5tips,"2_1,2_2,3_1",xgJinglingwang2,0
bosschaoxue52Mengyan5,bosschaoxue52Mengyan5@moxing,icon_xgMengyan_hei,xgMengyan,2,6,0,null,5,1,18.5,3.5,3,1.1,1.2,1,1,2,"[""bosschaoxue52Mengyan51"",""bosschaoxue52Mengyan52"",""bosschaoxue52Mengyan53"",""lazy"",""defend""]","[""bosschaoxue52Mengyan5wp01"",""bosschaoxue52Mengyan5wp02""]",140,1,txMengyan,,-1,bosschaoxue52Mengyan5tips,"2_1,2_2,3_1",xgBingxuenvwang3,0
bosschaoxue52Yifanmumian3,bosschaoxue52Yifanmumian3@moxing,icon_xgYifanmumian_lan,xgYifanmumian1,1,6,0,null,3,1,16,3,3,1.5,1.2,1,1,2,"[""bosschaoxue52Yifanmumian31"",""bosschaoxue52Yifanmumian32"",""bosschaoxue52Yifanmumian33"",""bosschaoxue52Yifanmumian34"",""bosschaoxue52Yifanmumian35"",""lazy"",""defend""]","[""bosschaoxue52Yifanmumian3wp01"",""bosschaoxue52Yifanmumian3wp02"",""bosschaoxue52Yifanmumian3wp03"",""bosschaoxue52Yifanmumian3wp04""]",193,1,txSheshouzuo,,-1,bosskongdao76Yifanmumian1tips,"2_1,2_2,3_1",bossdajie15Langren3,0
bosschaoxue53Xiaochou3,bosschaoxue53Xiaochou3@moxing,icon_xgXiaochou_lan,xgXiaochou,2,6,0,null,3,1,20,3,3,1.5,1.2,1,1,3,"[""bosschaoxue53Xiaochou31"",""bosschaoxue53Xiaochou32"",""bosschaoxue53Xiaochou33"",""bosschaoxue53Xiaochou34"",""bosschaoxue53Xiaochou35"",""lazy"",""defend""]","[""bosschaoxue53Xiaochou3wp01"",""bosschaoxue53Xiaochou3wp02""]",141,5,txXiaochou,,-1,bosschaoxue53Xiaochou3tips,"2_1,2_2,3_1",bossdajie11Xiaochou4,0
bosschaoxue54Bingyan3,bosschaoxue54Bingyan3@moxing,icon_xgBingyan_lan,xgBingyan,3,6,0,null,3,1,35,4.5,4.5,1,3,1,1,1,"[""bosschaoxue54Bingyan31"",""bosschaoxue54Bingyan32"",""bosschaoxue54Bingyan33"",""bosschaoxue54Bingyan34"",""lazy"",""defend""]","[""bosschaoxue54Bingyan3wp01"",""bosschaoxue54Bingyan3wp02"",""bosschaoxue54Bingyan3wp05"",""bosschaoxue54Bingyan3wp03"",""bosschaoxue54Bingyan3wp06"",""bosschaoxue54Bingyan3wp04"",""bosschaoxue54Bingyan3wp07""]",142,6,txBingyan,,-1,bosschaoxue54Bingyan3tips,"2_1,2_2,3_1",bossdajie11Moguguai4,0
bosschaoxue55Sheshou3,bosschaoxue55Sheshou3@moxing,icon_xgSheshouzuo_lan,xgSheshouzuo,1,6,0,null,3,1,20,4,3,1.75,1.5,1,1,2,"[""bosschaoxue55Sheshou31"",""bosschaoxue55Sheshou32"",""bosschaoxue55Sheshou33"",""bosschaoxue55Sheshou34"",""bosschaoxue55Sheshou35"",""lazy"",""defend""]","[""bosschaoxue55Sheshou3wp01"",""bosschaoxue55Sheshou3wp02""]",143,1,txSheshouzuo,,-1,bosschaoxue55Sheshou3tips,"2_1,2_2,3_1",bossdajie12Mantuoluo2,0
bosschaoxue56Huoniao3,bosschaoxue56Huoniao3@moxing,icon_xgHuoniao_lan,xgHuoniao,1,6,0,null,3,1,20,4,5,1.2,1.2,1,1,2,"[""bosschaoxue56Huoniao31"",""bosschaoxue56Huoniao32"",""bosschaoxue56Huoniao33"",""bosschaoxue56Huoniao34"",""lazy"",""defend""]","[""bosschaoxue56Huoniao3wp01"",""bosschaoxue56Huoniao3wp02"",""bosschaoxue56Huoniao3wp03"",""bosschaoxue56Huoniao3wp04""]",146,1,txHuoniao,,-1,bosschaoxue56Huoniao3tips,"2_1,2_2,3_1",bossdajie14Piying5,0
