#TEXT,TEXT,TEXT,TEXT
id,chinese,english,traditional
bosssenlin32Longnv34Tips,给自身添加物理、法术减免护盾，持续6回合,Casts a shield on yourself that reduces physical and magic damage for 6 turns,給自身添加物理、法術減免護盾，持續6回合
bosssenlin33Luoxinfu51Tips,给单体目标造成100%法攻的暗属性法术伤害概率添加痛楚效果,"Deals (100% of magic ATK) dark type magic damage to a single target, with a chance of Anguish effect",給單體目標造成100%法攻的暗屬性法術傷害機率添加痛楚效果
bosssenlin33Luoxinfu52Tips,给单体目标连续造成多次30%法攻的暗属性法术伤害概率添加痛楚效果,"Repeatedly deals (30% of magic ATK) dark type magic damage to a single target, with a chance of causing Anguish effect",給單體目標連續造成多次30%法攻的暗屬性法術傷害機率添加痛楚效果
bosssenlin34Amute31Tips,给单体目标造成100%法攻的水属性法术伤害,Deals (100% of magic ATK) water type magic damage to a single target,給單體目標造成100%法攻的水屬性法術傷害
bosssenlin34Amute32Tips,提升自身50%智力,Increases your INT by 50%,提升自身50%智力
bosssenlin34Amute33Tips,给群体目标造成120%法攻的水属性法术伤害,Deals (120% of magic ATK) water type magic damage to all enemy targets,給群體目標造成120%法攻的水屬性法術傷害
bosssenlin34Amute34Tips,给自身添加1000%法攻的物理、法术吸收护盾，持续3回合,Casts a shield on yourself that absorbs (1000% of magic ATK) physical and magic damage for 3 turns,給自身添加1000%法攻的物理、法術吸收護盾，持續3回合
bosssenlin35Xiaochou21Tips,给单体目标造成木属性法术伤害,Deals grass type magic damage to a single target,給單體目標造成木屬性法術傷害
bosssenlin35Xiaochou23Tips,给群体目标造成150%法攻的木属性法术伤害,Deals (150% of magic ATK) grass type magic damage to all enemy targets,給群體目標造成150%法攻的木屬性法術傷害
bosssenlin35Xiaochou24Tips,给敌方目标造成200%法攻的木属性法术伤害,Deals (200% of magic ATK) grass type magic damage to an enemy target ,給群體目標造成200%法攻的木屬性法術傷害
bosssenlin36Momo11Tips,给单体目标造成100%法攻的光属性法术伤害,Deals (100% of magic ATK) light type magic damage to a single target,給單體目標造成100%法攻的光屬性法術傷害
bosssenlin36Momo12Tips,给单体目标回复360%法攻的生命值,Recovers (360% of magic ATK) HP for a single target,給單體目標回復360%法攻的生命值
bosssenlin36Momo13Tips,给群体目标造成200%法攻的光属性法术伤害并使自身眩晕1回合,"Deals (200% of magic ATK) light type magic damage to all enemy targets, and stuns yourself for 1 turn",給群體目標造成200%法攻的光屬性法術傷害並使自身眩暈1回合
bosssenlin36Momo14Tips,受到伤害时，反弹攻击者100%法攻的光属性法术伤害,"Whenever you take damage, reflect (100% of magic ATK) light type magic damage back at the attacker",受到傷害時，反彈攻擊者100%法攻的光屬性法術傷害
bosssenlin37Hapi11Tips,每回合回复自身200%法攻的生命值,Recovers (200% of magic ATK) HP for yourself each turn,每回合回復自身200%法攻的生命值
bosssenlin37Hapi12Tips,给单体目标造成100%物攻的光属性物理伤害,Deals (100% of physical ATK) light type physical damage to a single target,給單體目標造成100%物攻的光屬性物理傷害
bosssenlin37Hapi13Tips,提升自身速度，持续3回合,Increases your SPD for 3 turns,提升自身速度，持續3回合
bosssenlin37Hapi15Tips,给群体目标造成240%法攻的光属性法术伤害,Deals (240% of magic ATK) light type magic damage to all enemy targets,給群體目標造成240%法攻的光屬性法術傷害
bosshuoshan41Hongniu41Tips,给单体目标造成火属性物理伤害,Deals fire type physical damage to a single target,給單體目標造成火屬性物理傷害
bosshuoshan41Hongniu44Tips,给单体目标连续造成6次40%物攻的火属性物理伤害,Repeatedly deals (40% of physical ATK) fire type physical damage 6 times to a single target,給單體目標連續造成6次40%物攻的火屬性物理傷害
bosshuoshan42Daochengsizhong41Tips,受到伤害时，25%给攻击者添加眩晕效果,"Whenever you take damage, there is a 25% chance of stunning the attacker",受到傷害時，25%給攻擊者添加眩暈效果
bosshuoshan42Daochengsizhong42Tips,给单体目标造成100%法攻的火属性法术伤害,Deals (100% of magic ATK) fire type magic damage to a single target,給單體目標造成100%法攻的火屬性法術傷害
bosshuoshan42Daochengsizhong43Tips,给群体目标造成180%法攻的火属性法术伤害,Deals (180% of magic ATK) fire type magic damage to all enemy targets,給群體目標造成180%法攻的火屬性法術傷害
bosshuoshan43Huoniao41Tips,给单体目标造成80%法攻的火属性法术伤害,Deals (80% of magic ATK) fire type magic damage to a single target,給單體目標造成80%法攻的火屬性法術傷害
bosshuoshan43Huoniao42Tips,给群体目标添加点燃效果,Causes Ignition effect to all enemy targets,給群體目標添加點燃效果
bosshuoshan43Huoniao43Tips,给群体目标造成150%法攻的火属性法术伤害附加驱散增益效果,"Deals (150% of magic ATK) fire type magic damage to all enemy targets, with a chance of removing buff effects",給群體目標造成150%法攻的火屬性法術傷害附加驅散增益效果
bosshuoshan43Huoniao44Tips,给自身回复大量生命值,Recovers a large amount of HP for yourself,給自身回復大量生命值
bosshuoshan44Datiangou41Tips,给单体目标造成120%物攻的火属性物理伤害,Deals (120% of physical ATK) fire type physical damage to a single target,給單體目標造成120%物攻的火屬性物理傷害
bosshuoshan44Datiangou42Tips,给单体目标造成120%法攻的火属性法术伤害,Deals (120% of magic ATK) fire type magic damage to a single target,給單體目標造成120%法攻的火屬性法術傷害
bosshuoshan44Datiangou43Tips,提升自身40%速度，持续3回合,Increases your SPD by 40% for 3 turns,提升自身40%速度，持續3回合
bosshuoshan44Datiangou44Tips,给单体目标连续造成3次70%法攻的火属性法术伤害，若自身存在增益buff则伤害翻倍,"Repeatedly deals (70% of magic ATK) fire type magic damage 3 times to a single target. If you are currently buffed, then the effects will be doubled",給單體目標連續造成3次70%法攻的火屬性法術傷害，若自身存在增益buff則傷害翻倍
bosshuoshan45Saibulesi41Tips,给单体目标造成100%物攻的火属性物理伤害,Deals (100% of physical ATK) fire type physical damage to a single target,給單體目標造成100%物攻的火屬性物理傷害
bosshuoshan45Saibulesi42Tips,给群体目标造成40%法攻的火属性法术伤害概率附加点燃效果,"Deals (40% of magic ATK) fire type magic damage to all enemies, with a chance of ignition effect",給群體目標造成40%法攻的火屬性法術傷害機率附加點燃效果
bosshuoshan45Saibulesi43Tips,给单体目标连续造成多次80%法攻的火属性法术伤害,Repeatedly deals (80% of magic ATK) fire type magic damage to a single target,給單體目標連續造成多次80%法攻的火屬性法術傷害
bosshuoshan46Tianshizhang41Tips,给群体目标造成100%法攻的火属性法术伤害,Deals (100% of magic ATK) fire type magic damage to all enemy targets,給群體目標造成100%法攻的火屬性法術傷害
bosshuoshan46Tianshizhang43Tips,给单体目标回复60%法攻的生命值,Recovers (60% of magic ATK) HP for a single target,給單體目標回復60%法攻的生命值
bosshuoshan46Tianshizhang46Tips,给自身添加免疫物理，法术伤害效果，持续2回合,Casts a physical and magic damage immunity effect on yourself for 2 turns,給自身添加免疫物理，法術傷害效果，持續2回合
bosshuoshan47Ifrit41Tips,给单体目标造成80%物攻的火属性物理伤害,Deals (80% of physical ATK) fire type physical damage to a single target,給單體目標造成80%物攻的火屬性物理傷害
bosshuoshan47Ifrit44Tips,给敌方目标造成火属性物理伤害,Deals fire type physical damage to an enemy target,給敵方目標造成火屬性物理傷害
bosssenlin38Meidusha25Tips,给单体目标造成100%法攻的木属性法术伤害,Deals (100% of magic ATK) grass type magic damage to a single target,給單體目標造成100%法攻的木屬性法術傷害
bosssenlin38Meidusha26Tips,给群体目标造成60%法攻的木属性法术伤害,Deals (60% of magic ATK) grass type magic damage to all enemy targets,給群體目標造成60%法攻的木屬性法術傷害
bosssenlin38Meidusha27Tips,给群体目标造成135%法攻的木属性法术伤害概率附加眩晕效果,"Deals (135% of magic ATK) grass type magic damage to all enemy targets, with a chance of stun effect",給群體目標造成135%法攻的木屬性法術傷害機率附加眩暈效果
bosssenlin38Meidusha28Tips,根据自身生命值，提升自身智力,Increases your INT based upon your HP amount,根據自身生命值，提升自身智力
bosshuoshan48Hehuaisituosi41Tips,给单体目标造成100%物攻的火属性物理伤害,Deals (100% of physical ATK) fire type physical damage to a single target,給單體目標造成100%物攻的火屬性物理傷害
bosshuoshan48Hehuaisituosi42Tips,给群体目标造成70%物攻的火属性物理伤害,Deals (70% of physical ATK) fire type physical damage to all enemy targets,給群體目標造成70%物攻的火屬性物理傷害
bosshuoshan48Hehuaisituosi43Tips,给群体目标造成140%物攻的火属性物理伤害附加点燃效果,"Deals (140% of physical ATK) fire type physical damage to all enemy targets, with a 100% chance of causing ignition effect",給群體目標造成140%物攻的火屬性物理傷害附加點燃效果
bosshuoshan48Hehuaisituosi44Tips,给群体目标添加眩晕效果，持续2回合,Casts a stun effect on enemy targets for 2 turns,給群體目標添加眩暈效果，持續2回合
bosshuoshan48Hehuaisituosi45Tips,给群体目标造成140%物攻的火属性物理伤害附加点燃和眩晕效果,"Deals (140% of physical ATK) fire type physical damage to all enemy targets, with a 100% chance of causing ignition and stun effect",給群體目標造成140%物攻的火屬性物理傷害附加點燃和眩暈效果
ultWendige3Description,在3秒内进行操作，每次操作给单体目标造成水属性物理伤害10%附加溺水效果（持续伤害）,"Carry out actions for 3 seconds, each action dealing water type physical damage to a single target, with a 10% chance of Drowning effect(Dot)",在3秒內進行操作，每次操作給單體目標造成水屬性物理傷害10%附加溺水效果（持續傷害）
ultWendige2Description,在3秒内进行操作，每次操作给单体目标造成木属性物理伤害10%附加施毒效果（持续伤害）,"Carry out actions for 3 seconds, each action dealing grass type physical damage to a single target, with a 10% chance of Poison effect(Dot)",在3秒內進行操作，每次操作給單體目標造成木屬性物理傷害10%附加施毒效果（持續傷害）
ultLongnv3Description,给群体目标造成水属性法术伤害50%附加溺水效果（持续伤害），若目标拥有禁止治疗效果则必会附加溺水效果,"Deals water type magic damage to all enemy targets, with a 50% chance of drowing effect(Dot); if the target has a debuff healing effect then drowning effect will be dealt for sure",給群體目標造成水屬性法術傷害50%附加溺水效果（持續傷害），若目標擁有禁止治療效果則必會附加溺水效果
ultMomo1Description,给群体目标恢复生命值45%附加物理、法术减免护盾，若目标拥有恢复效果则必会附加护盾,"Recovers HP for all allies, with a 45% chance of casting a physical and magic resist shield; if the target is affected by healing effects, then the shield will be cast for sure",給群體目標恢復生命值45%附加物理、法術減免護盾，若目標擁有恢復效果則必會附加護盾
ultAmute3Description,给群体目标添加法术、物理吸收护盾,Casts a shield for allies that can absorb physical and magic damage,給群體目標添加法術、物理吸收護盾
ultLuoxinfu5Description,给群体目标添加痛楚效果（持续伤害）,Casts Anguish effect(Dot) on all enemy targets,給群體目標添加痛楚效果（持續傷害）
ultSaibulesi5Description,在3秒内进行操作，每次操作给单体目标造成暗属性法术伤害,"Carry out actions for 3 seconds, each action dealing dark type magic damage to a single target",在3秒內進行操作，每次操作給單體目標造成暗屬性法術傷害
ultHongniu4Description,在3秒内进行操作，每次操作给单体目标造成火属性物理伤害20%附加嘲讽效果，若目标已拥有嘲讽效果则伤害翻倍,"Carry out actions for 3 seconds, each action dealing fire type physical damage to a single target, with a 20% chance of provoke effect; damage multiplied on provoked target",在3秒內進行操作，每次操作給單體目標造成火屬性物理傷害20%附加嘲諷效果，若目標已擁有嘲諷效果則傷害翻倍
ultAnpusha5Description,使单体目标力量，智力，防御下降80%，持续3回合,"Reduces the STR, INT, and DEF of a single target by 80% for 3 turns",使單體目標力量，智力，防禦下降80%，持續3回合
ultDaochengsizhong4Description,给群体目标造成火属性法术伤害30%附加眩晕效果,"Deals fire type magic damage to all enemy targets, with a 30% chance of stun effect",給群體目標造成火屬性法術傷害30%附加眩暈效果
ultHuoniao4Description,给群体目标造成火属性法术伤害附加缓速效果,Deals fire type magic damage to all enemy targets with slow effect,給群體目標造成火屬性法術傷害附加緩速效果
ultIfrit4Description,给群体目标造成火属性物理伤害驱散自身减益效果，根据驱散的自身减益效果数量增加群体伤害量,Deals fire type physical damage to all enemies and dispells any debuffs you are affected by; damage is increased based on the amount of debuffs dispelled,給群體目標造成火屬性物理傷害驅散自身減益效果，根據驅散的自身減益效果數量增加群體傷害量
ultMoguguai4Description,给群体目标造成火属性法术伤害,Deals fire type magic damage to all enemies,給群體目標造成火屬性法術傷害
ultSaibulesi4Description,在3秒内进行操作，每次操作给单体目标造成火属性法术伤害,"Carry out actions for 3 seconds, each action dealing fire type magic damage to a single target",在3秒內進行操作，每次操作給單體目標造成火屬性法術傷害
ultTianshizhang4Description,给群体目标恢复生命值附加物理、法术吸收护盾，若目标已拥有物理、法术吸收护盾则增加生命恢复量,"Recovers HP for all allies, with casting a physical and magic absorption shield; if the target already has a physical or magic shield then increase the amount of HP recovered",給群體目標恢復生命值附加物理、法術吸收護盾，若目標已擁有物理、法術吸收護盾則增加生命恢復量
ultXiaochou2Description,给群体目标放置2回合之后爆炸的炸弹，爆炸造成木属性法术伤害,"Place a bomb that explodes after 2 turns, dealing grass type magic damage to all enemies",給群體目標放置2回合之後爆炸的炸彈，爆炸造成木屬性法術傷害
psvXiaochou2Description,死亡时，80%给群体目标造成150%法攻木属性法术伤害或20%给群体目标恢复50%法攻生命值[被动],"Upon dying, there is an 80% chance of dealing (150% of magic ATK) grass type magic damage or a 20% chance of recovering (50% of magic ATK) HP to all enemies [Passive]",死亡時，80%給群體目標造成150%法攻木屬性法術傷害或20%給群體目標恢復50%法攻生命值[被動]
psvWendige3Description,死亡时，给敌方全体附加溺水效果（持续伤害）[被动],"Upon dying, cast Drowning effect(Dot) on all enemies [Passive]",死亡時，給敵方全體附加溺水效果（持續傷害）[被動]
psvWendige2Description,死亡时，给敌方全体附加施毒效果（持续伤害）[被动],"Upon dying, cast Poison effect(Dot) on all enemies [Passive]",死亡時，給敵方全體附加施毒效果（持續傷害）[被動]
psvLongnv3Description,战斗开始时，降低敌方群体80%防御力，持续1回合[被动],"At the start of battle, reduces all enemies' defense by 80% for 1 turns [Passive]",戰鬥開始時，降低敵方群體80%防禦力，持續1回合[被動]
psvMomo1Description,使用治疗技能时，33%给被治疗者添加恢复效果[被动],"Whenever you cast a healing ability, there is a 33% chance of giving the target an additional HP regen effect [Passive]",使用治療技能時，33%給被治療者添加恢復效果[被動]
psvAmute3Description,使用物理和法术技能时，90%嘲讽被攻击者，持续2回合；首次死亡时恢复自身20%生命值[被动],"Whenever you cast a physical or magic ability, there is a 90% chance of provoking the target for 2 turns; upon dying the first time, recover 20% of your HP [Passive]",使用物理和法術技能時，90%嘲諷被攻擊者，持續2回合；首次死亡時恢復自身20%生命值[被動]
psvLuoxinfu5Description,使用法术技能时，50%给被攻击者造成50%法攻的暗属性伤害[被动],"Whenever you cast a magic ability, there is a 50% chance of dealing(50% of magic ATK) dark type magic damage to the target [Passive]",使用法術技能時，50%給被攻擊者造成50%法攻的暗屬性傷害[被動]
psvSaibulesi5Description,血量小于等于总血量25%时，提升自身80%智力[被动],"When remaining HP drops below 25%, your INT increases by 80% [Passive]",血量小於等於總血量25%時，提升自身80%智力[被動]
psvHongniu4Description,使用物理和法术技能时，90%嘲讽被攻击者，持续2回合；受到伤害时，50%给自己添加物理和法术吸收护盾[被动],"Whenever you cast a physical or magic ability, there is a 90% chance of provoking the target for 2 turns; whenever you take damage, there is a 50% chance of casting a shield absorbing physical and magic damage [Passive]",使用物理和法術技能時，90%嘲諷被攻擊者，持續2回合；受到傷害時，50%給自己添加物理和法術吸收護盾[被動]
psvAnpusha5Description,使用buff技能时，25%驱散被攻击者增益效果[被动],"Whenever you cast a Buff ability, there is a 25% chance of removing the attacked unit's Buff effects [Passive]",使用buff技能時，25%驅散被攻擊者增益效果[被動]
psvDaochengsizhong4Description,受到伤害时，25%给攻击者添加眩晕效果[被动],"Whenever you take damage, there is a 25% chance of stunning the attacker [Passive]",受到傷害時，25%給攻擊者添加眩暈效果[被動]
psvHuoniao4Description,首次死亡时恢复自身20%生命值[被动],"Upon dying the first time, recover 20% of your HP [Passive]",首次死亡時恢復自身20%生命值[被動]
psvIfrit4Description,使用物理技能时，15%给被攻击者添加点燃效果（持续伤害）[被动],"Whenever you use a physical ability, there is a 15% chance of causing ignition effect(Dot) to the target [Passive]",使用物理技能時，15%給被攻擊者添加點燃效果（持續傷害）[被動]
psvMoguguai4Description,永久提升20%体力[被动],Increases Power permanently by 20% [Passive],永久提升20%體力[被動]
psvSaibulesi4Description,血量小于等于总血量25%时，提升自身80%智力[被动],"When remaining HP drops below 25%, your INT increases by 80% [Passive]",血量小於等於總血量25%時，提升自身80%智力[被動]
psvTianshizhang4Description,使用治疗技能时，50%驱散被治疗者持续伤害效果[被动],"Whenever you cast a healing ability, there is a 50% chance of removing any DOT effect from the target [Passive]",
ultWendige3Curlvl,{0}%物攻伤害,{0}% of physical ATK damage,{0}%物攻傷害
ultWendige2Curlvl,{0}%物攻伤害,{0}% of physical ATK damage,{0}%物攻傷害
ultLongnv3Curlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultMomo1Curlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultAmute3Curlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultSaibulesi5Curlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultHongniu4Curlvl,{0}%物攻伤害,{0}% of physical ATK damage,{0}%物攻傷害
ultDaochengsizhong4Curlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultHuoniao4Curlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultIfrit4Curlvl,{0}%物攻伤害,{0}% of physical ATK damage,{0}%物攻傷害
ultMoguguai4Curlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultSaibulesi4Curlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultTianshizhang4Curlvl,{0}%法攻生命,{0}% of magic ATK HP,{0}%法攻生命
ultXiaochou2Curlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultWendige3Nextlvl,{0}%物攻伤害,{0}% of physical ATK damage,{0}%物攻傷害
ultWendige2Nextlvl,{0}%物攻伤害,{0}% of physical ATK damage,{0}%物攻傷害
ultLongnv3Nextlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultMomo1Nextlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultAmute3Nextlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultSaibulesi5Nextlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultHongniu4Nextlvl,{0}%物攻伤害,{0}% of physical ATK damage,{0}%物攻傷害
ultDaochengsizhong4Nextlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultHuoniao4Nextlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultIfrit4Nextlvl,{0}%物攻伤害,{0}% of physical ATK damage,{0}%物攻傷害
ultMoguguai4Nextlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultSaibulesi4Nextlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultTianshizhang4Nextlvl,{0}%法攻生命,{0}% of magic ATK HP,{0}%法攻生命
ultXiaochou2Nextlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
bosszhifuletuJiuweihu41Tips,给单体目标造成100%法攻的火属性法术伤害,Deals (100% of magic ATK) fire type magic damage to a single target,給單體目標造成100%法攻的火屬性法術傷害
bosszhifuletuJiuweihu42Tips,给群体目标造成60%法攻的火属性法术伤害,Deals (60% of magic ATK) fire type magic damage to all enemy targets,給群體目標造成60%法攻的火屬性法術傷害
bosszhifuletuJiuweihu43Tips,给自身回复1000%法攻的生命值,Recovers (1000% of magic ATK) of your HP,給自身回復1000%法攻的生命值
bossmidasigongHuangjinzhiling11Tips,给单体目标造成光属性伤害,Deals light type damage to a single target,給單體目標造成光屬性傷害
bossmidasigongHuangjinzhiling13Tips,给群体目标造成光属性伤害,Deals light type damage to all enemy targets,給群體目標造成光屬性傷害
bossdajie13Cike41Name,火焰爪,Flame Claws,火焰爪
bossdajie13Cike42Name,龟甲防御,Turtle Shell,龜甲防禦
bossdajie13Cike43Name,盛怒爆发,Enrage,盛怒爆發
bossdajie13Cike44Name,反伤护盾,Staving Shield,反傷護盾
bossdajie13Cike41Tips,给单体目标造成2次50%物攻火属性物理伤害,Deals (50% of physical ATK) fire type physical damage 2 times to a single target,給單體目標造成2次50%物攻火屬性物理傷害
bossdajie13Cike42Tips,提升自身80%防御力，持续3回合,Increases your DEF by 80% for 3 turns,提升自身80%防禦力，持續3回合
bossdajie13Cike43Tips,给群体目标造成120%物攻火属性物理伤害,Deals (120% of physical ATK) fire type physical damage to all enemy targets,給群體目標造成120%物攻火屬性物理傷害
bossdajie13Cike44Tips,受到伤害时，反弹攻击者300%物攻的火属性物理伤害,Reflects (300% of physical ATK) fire type physical damage back at the attacker whenever you take damage,受到傷害時，反彈攻擊者300%物攻的火屬性物理傷害
bossdajie18Ladong51Name,风术,Blazing Wind,風術
bossdajie18Ladong52Name,龙卷风,Tornado,龍捲風
bossdajie18Ladong54Name,龙之吐息,Dragon's Breath,龍之吐息
bossdajie18Ladong51Tips,给单体目标造成100%法攻暗属性法术伤害,Deals (100% of magic ATK) dark type magic damage to a single target,給單體目標造成100%法攻暗屬性法術傷害
bossdajie18Ladong52Tips,给群体目标造成60%法攻暗属性法术伤害,Deals (60% of magic ATK) dark type magic damage to all enemy targets,給群體目標造成60%法攻暗屬性法術傷害
bossdajie18Ladong54Tips,给群体目标造成120%法攻暗属性法术伤害并附加痛楚效果,Deals (120% of magic ATK) dark type magic damage to all enemy targets with an additional Anguish effect,給群體目標造成120%法攻暗屬性法術傷害並附加痛楚效果
bossdajie11Moguguai41Name,火焰重击,Flame Strike,火焰重擊
bossdajie11Moguguai42Name,火焰旋风,Fire Cyclone,火焰旋風
bossdajie11Moguguai43Name,火磷粉,Explosive Dust,火磷粉
bossdajie11Moguguai41Tips,给单体目标造成66%法攻火属性法术伤害,Deals (66% of magic ATK) fire type magic damage to a single target,給單體目標造成66%法攻火屬性法術傷害
bossdajie11Moguguai42Tips,给群体目标造成40%法攻火属性法术伤害,Deals (40% of magic ATK) fire type magic damage to all enemy targets,給群體目標造成40%法攻火屬性法術傷害
bossdajie11Moguguai43Tips,给群体目标造成80%法攻火属性法术伤害,Deals (80% of magic ATK) fire type magic damage to all enemy targets,給群體目標造成80%法攻火屬性法術傷害
ultMoguguai3Name,冰霜粉,Frost Powder,冰霜粉
ultMoguguai3Tips,给群体目标造成{0}%法攻的水属性法术伤害,Deals ({0}% of magic ATK) water type magic damage to all enemies,給群體目標造成{0}%法攻的水屬性法術傷害
psvMoguguai3Name,成长,Unnatural Growth,成長
psvMoguguai3Tips,永久提升20%体力[被动],Increases Power permanently by 20% [Passive],永久提升20%體力[被動]
ultMoguguai3Description,给群体目标造成水属性法术伤害,Deals water type magic damage to all enemies,給群體目標造成水屬性法術傷害
ultMoguguai3Curlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultMoguguai3Nextlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
psvMoguguai3Description,永久提升20%体力[被动],Increases Power permanently by 20% [Passive],永久提升20%體力[被動]
xgxinshouJiuweihu41Name,火球术,Fireball,火球術
xgxinshouJiuweihu42Name,炎爆,Flame Burst,炎爆
bossxinshouBingxuenvwang31Name,冰晶,Ice Crystal,冰晶
bossxinshouBingxuenvwang32Name,暴风雪,Blizzard,暴風雪
ultBingxuenvwang3Name,暴风雪,Blizzard,暴風雪
psvBingxuenvwang3Name,冰霜,Frost,冰霜
ultBingxuenvwang3Tips,给群体目标造成{0}%法攻的水属性法术伤害30%附加眩晕效果，若目标已存在缓速效果则眩晕1回合,"Deals ({0}% of magic ATK) water type magic damage to all enemies with a 30% chance of stun effect; if the target is affected by a slow effect, deal a stun effect for 1 turn",給群體目標造成{0}%法攻的水屬性法術傷害30%附加眩暈效果，若目標已存在緩速效果則眩暈1回合
psvBingxuenvwang3Tips,使用法术技能时，10%降低目标40%速度，持续3回合[被动],Gives an 10% chance of reducing the SPD of your target by 40% for 3 turns whenever you cast a magic ability [Passive],使用法術技能時，10%降低目標40%速度，持續3回合[被動]
ultBingxuenvwang3Description,给群体目标造成水属性法术伤害30%附加眩晕效果，若目标已存在缓速效果则眩晕1回合,"Deals water type magic damage to all enemies with a 30% chance of stun effect; if the target is affected by a slow effect, deal a stun effect for 1 turn",給群體目標造成水屬性法術傷害30%附加眩暈效果，若目標已存在緩速效果則眩暈1回合
ultBingxuenvwang3Curlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultBingxuenvwang3Nextlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
psvBingxuenvwang3Description,使用法术技能时，10%降低目标40%速度，持续3回合[被动],Gives an 10% chance of reducing the SPD of your target by 40% for 3 turns whenever you cast a magic ability [Passive],使用法術技能時，10%降低目標40%速度，持續3回合[被動]
ultSheshou1Name,箭雨,Volley,箭雨
psvSheshou1Name,眩晕箭,Stun Arrow,眩暈箭
ultWeitianshi5Name,阴暗,Cover of Night,陰暗
psvWeitianshi5Name,伪善,Healing Burst,偽善
ultSheshou3Name,速度加持,Sprint,速度加持
psvSheshou3Name,疾跑,Momentum,疾跑
ultMengyan5Name,狂乱戳刺,Frantic Jabs,狂亂戳刺
psvMengyan5Name,虚弱,Void Sap,虛弱
ultBingyan3Name,冰之咆哮,Frigid Roar,冰之咆哮
psvBingyan3Name,弹性皮肤,Winter's Armor,彈性皮膚
ultHuoniao3Name,冰峰,Ice Summit,冰峰
psvHuoniao3Name,最后一息,Last Breath,最後一息
ultDujiaoshou5Name,黑暗诅咒,Dark Curse,黑暗詛咒
psvDujiaoshou5Name,神之庇护,Instant Blessing,神之庇護
ultChange5Name,群星陨落,Starfall,群星隕落
psvChange5Name,黑暗注入,Dark Discernment,黑暗注入
psvshiliantaNvyao5Name,渐进衰败,Gradual Decay,漸進衰敗
psvshiliantaWeitianshi5Name,协同组合,Combined Synergy,協同組合
bossshiliantaPanshen21Name,迷宫之恩,Maze's Favor,迷宮之恩
bossshiliantaKairuisi56Name,深奥免疫,Arcane Immunity,深奧免疫
psvshiliantaXiaochou2Name,戏耍,Tease,戲耍
psvshiliantaXiaochou4Name,戏耍,Tease,戲耍
bossshiliantaIfrit46Name,怒火,Enrage,怒火
ultshiliantaChange1Name,月圆,Lunar Essence,月圓
psvshiliantaChange1Name,溃伤存形,Festering Presence,潰傷存形
ultshiliantaDujiaoshou1Name,圣能,Purification,聖能
psvshiliantaDujiaoshou1Name,天界保护,Celestial Protection,天界保護
ultSheshou1Tips,给群体目标造成{0}%物攻的光属性物理伤害50%附加破防效果，若目标为暗属性则必附加破防效果,Deals ({0}% of physical ATK) light type physical damage to all enemies with a 50% chance of sunder effect; if the target is dark type then deal sunder effect for sure,給群體目標造成{0}%物攻的光屬性物理傷害50%附加破防效果，若目標為暗屬性則必附加破防效果
psvSheshou1Tips,使用物理技能时，15%给被攻击者附加眩晕效果[被动],"Whenever you use a physical ability, there is a 15% chance of stunning the target [Passive]",使用物理技能時，15%給被攻擊者附加眩暈效果[被動]
ultWeitianshi5Tips,给群体目标造成{0}%法攻的暗属性法术伤害附加禁止回血效果，该伤害对暗属性会造成克制效果同时对光属性克制效果更明显,"Deals ({0}% of magic ATK) dark type magic damage to all enemies with a prevented healing effect, affinity damage to dark type monsters and greater damage to light type monsters",給群體目標造成{0}%法攻的暗屬性法術傷害附加禁止回血效果，該傷害對暗屬性會造成克制效果同時對光屬性克制效果更明顯
psvWeitianshi5Tips,使用buff技能时，25%恢复群体30%生命值[被动],"Whenever you cast a buff ability, there is a 25% chance of recovering 30% HP for all allies [Passive]",使用buff技能時，25%恢復群體30%生命值[被動]
