#TEXT,TEXT
id,rewardGroup
advanture105extra401,"3_11001_30_400,3_11002_9_500,3_11003_3_100"
advanture105extra402,"3_10016_8_400,3_10016_12_500,3_10016_15_100"
advanture108extra101,"3_11001_14_400,3_11002_4_500,3_11002_8_100"
advanture108extra102,"3_10016_4_400,3_10016_6_500,3_10016_11_100"
advanture108extra201,"3_11001_21_400,3_11002_6_500,3_11003_2_100"
advanture108extra202,"3_10016_6_400,3_10016_7_500,3_10016_13_100"
advanture108extra301,"3_11001_28_400,3_11002_7_500,3_11003_4_100"
advanture108extra302,"3_10016_7_400,3_10016_9_500,3_10016_13_100"
advanture108extra401,"3_11001_42_400,3_11002_13_500,3_11003_6_100"
advanture108extra402,"3_10016_11_400,3_10016_16_500,3_10016_21_100"
advanture112extra101,"3_11001_20_400,3_11002_6_500,3_11002_12_100"
advanture112extra102,"3_10016_6_400,3_10016_8_500,3_10016_16_100"
advanture112extra201,"3_11001_30_400,3_11002_8_500,3_11003_2_100"
advanture112extra202,"3_10016_8_400,3_10016_10_500,3_10016_18_100"
advanture112extra301,"3_11001_40_400,3_11002_10_500,3_11003_4_100"
advanture112extra302,"3_10016_10_400,3_10016_14_500,3_10016_18_100"
advanture112extra401,"3_11001_60_400,3_11002_18_500,3_11003_6_100"
advanture112extra402,"3_10016_16_400,3_10016_24_500,3_10016_30_100"
advanture205extra101,"3_10017_3_400,3_10017_4_500,3_10017_8_100"
advanture205extra102,"3_10005_3_400,3_10005_4_500,3_10005_8_100"
advanture205extra201,"3_10017_4_400,3_10017_5_500,3_10017_9_100"
advanture205extra202,"3_10005_4_400,3_10005_5_500,3_10005_9_100"
advanture205extra301,"3_10017_5_400,3_10017_7_500,3_10017_9_100"
advanture205extra302,"3_10005_5_400,3_10005_7_500,3_10005_9_100"
advanture205extra401,"3_10017_8_400,3_10017_12_500,3_10017_15_100"
advanture205extra402,"3_10005_8_400,3_10005_12_500,3_10005_15_100"
advanture208extra101,"3_10017_4_400,3_10017_6_500,3_10017_11_100"
advanture208extra102,"3_10005_4_400,3_10005_6_500,3_10005_11_100"
advanture208extra201,"3_10017_6_400,3_10017_7_500,3_10017_13_100"
advanture208extra202,"3_10005_6_400,3_10005_7_500,3_10005_13_100"
advanture208extra301,"3_10017_7_400,3_10017_9_500,3_10017_13_100"
advanture208extra302,"3_10005_7_400,3_10005_9_500,3_10005_13_100"
advanture208extra401,"3_10017_11_400,3_10017_16_500,3_10017_21_100"
advanture208extra402,"3_10005_11_400,3_10005_16_500,3_10005_21_100"
advanture212extra101,"3_10017_6_400,3_10017_8_500,3_10017_16_100"
advanture212extra102,"3_10005_6_400,3_10005_8_500,3_10005_16_100"
advanture212extra201,"3_10017_8_400,3_10017_10_500,3_10017_18_100"
advanture212extra202,"3_10005_8_400,3_10005_10_500,3_10005_18_100"
advanture212extra301,"3_10017_10_400,3_10017_14_500,3_10017_18_100"
advanture212extra302,"3_10005_10_400,3_10005_14_500,3_10005_18_100"
advanture212extra401,"3_10017_16_400,3_10017_24_500,3_10017_30_100"
advanture212extra402,"3_10005_16_400,3_10005_24_500,3_10005_30_100"
gongpinlv1,"3_10021_1_100,3_10022_1_100,3_10023_1_50"
gongpinlv2,"3_10021_1_200,3_10022_1_200,3_10023_1_100,3_10021_2_50,3_10022_2_50"
gongpinlv3,"3_10021_1_100,3_10022_1_100,3_10023_1_50,3_10021_2_50,3_10022_2_50,3_10023_2_25"
pvprankreward40056,"3_20041_3_100,3_20018_3_100,3_20012_3_100,3_20016_3_100,3_20037_3_100"
pvprankreward40057,"3_20046_3_100,3_20010_3_100,3_20005_3_100,3_20013_3_100,3_20009_3_100,3_20007_3_100,3_20066_3_100,3_20065_3_100,3_20021_3_100,3_20006_3_100,3_20004_3_100"
pvprankreward40058,"3_20029_3_100,3_20063_3_100,3_20064_3_100,3_20067_3_100,3_20019_3_100,3_20028_3_100,3_20033_3_100,3_20044_3_100,3_20057_3_100,3_20059_3_100,3_20020_3_100,3_20022_3_100,3_20023_3_100,3_20014_3_100,3_20040_3_100,3_20017_3_100,3_20025_3_100,3_20030_3_100,3_20008_3_100,3_20011_3_100,3_20031_3_100,3_20039_3_100,3_20002_3_100,3_20058_3_100,3_20062_3_100"
pvprankreward40059,"3_20024_3_100,3_20032_3_100,3_20038_3_100,3_20045_3_100,3_20050_3_100,3_20060_3_100,3_20056_3_100,3_20004_3_100,3_20035_3_100,3_20051_3_100,3_20042_3_100,3_20027_3_100,3_20055_3_100,3_20068_3_100,3_20071_3_100"
pvpstagereward40052,"3_30001_1_100,3_30007_1_100,3_30013_1_100,3_30019_1_100,3_30025_1_100,3_30031_1_100,3_30037_1_100,3_30043_1_100,3_30049_1_100"
pvpstagereward40053,"3_30002_1_100,3_30008_1_100,3_30014_1_100,3_30020_1_100,3_30026_1_100,3_30032_1_100,3_30038_1_100,3_30044_1_100,3_30050_1_100"
pvpstagereward40054,"3_30003_1_100,3_30009_1_100,3_30015_1_100,3_30021_1_100,3_30027_1_100,3_30033_1_100,3_30039_1_100,3_30045_1_100,3_30051_1_100"
pvpstagereward40055,"3_30004_1_100,3_30010_1_100,3_30016_1_100,3_30022_1_100,3_30028_1_100,3_30034_1_100,3_30040_1_100,3_30046_1_100,3_30052_1_100"
advanturegoldbox40063,"1_1_1_40,1_1_2_40,1_1_3_10,1_1_4_10"
bfregmentda40066,"3_20046_30_100,3_20010_30_100,3_20005_30_100,3_20013_30_100,3_20009_30_100,3_20007_30_100,3_20066_30_100,3_20065_30_100,3_20021_30_100,3_20006_30_100,3_20004_30_100"
afregmentda40067,"3_20029_50_100,3_20063_50_100,3_20064_50_100,3_20067_50_100,3_20019_50_100,3_20028_50_100,3_20033_50_100,3_20044_50_100,3_20057_50_100,3_20059_50_100,3_20020_50_100,3_20022_50_100,3_20023_50_100,3_20014_50_100,3_20040_50_100,3_20017_50_100,3_20025_50_100,3_20030_50_100,3_20008_50_100,3_20011_50_100,3_20031_50_100,3_20039_50_100,3_20002_50_100,3_20058_50_100,3_20062_50_100"
commonfregmentda40070,"3_20046_30_100,3_20010_30_100,3_20005_30_100,3_20013_30_100,3_20009_30_100,3_20007_30_100,3_20066_30_100,3_20065_30_100,3_20021_30_100,3_20006_30_100,3_20004_30_100,3_20029_50_2,3_20063_50_2,3_20064_50_2,3_20067_50_2,3_20019_50_2,3_20028_50_2,3_20033_50_2,3_20044_50_2,3_20057_50_2,3_20059_50_2,3_20020_50_2,3_20022_50_2,3_20023_50_2,3_20014_50_2,3_20040_50_2,3_20017_50_2,3_20025_50_2,3_20030_50_2,3_20008_50_2,3_20011_50_2,3_20031_50_2,3_20039_50_2,3_20002_50_2,3_20058_50_2,3_20062_50_2"
rarefregmentda40071,"3_20029_50_100,3_20063_50_100,3_20064_50_100,3_20067_50_100,3_20019_50_100,3_20028_50_100,3_20033_50_100,3_20044_50_100,3_20057_50_100,3_20059_50_100,3_20020_50_100,3_20022_50_100,3_20023_50_100,3_20014_50_100,3_20040_50_100,3_20017_50_100,3_20025_50_100,3_20030_50_100,3_20008_50_100,3_20011_50_100,3_20031_50_100,3_20039_50_100,3_20002_50_100,3_20058_50_100,3_20062_50_100,3_20024_80_5,3_20032_80_5,3_20038_80_5,3_20045_80_5,3_20050_80_5,3_20060_80_5,3_20056_80_5,3_20004_80_5,3_20035_80_5,3_20051_80_5,3_20042_80_5,3_20027_80_5,3_20055_80_5,3_20068_80_5,3_20071_80_5"
epicfregmentda40072,"3_20024_80_100,3_20032_80_100,3_20038_80_100,3_20045_80_100,3_20050_80_100,3_20060_80_100,3_20056_80_100,3_20004_80_100,3_20035_80_100,3_20051_80_100,3_20042_80_100,3_20027_80_100,3_20055_80_100,3_20068_80_100,3_20071_80_100,3_20043_120_2,3_20054_120_2,3_20052_120_2,3_20053_120_2,3_20049_120_2,3_20048_120_2,3_20061_120_2,3_20070_120_2,3_20069_120_2"
suipianlibao140073c,"3_20041_20_100,3_20018_20_100,3_20012_20_100,3_20016_20_100,3_20037_20_100"
suipianlibao140074c,"3_20041_25_100,3_20018_25_100,3_20012_25_100,3_20016_25_100,3_20037_25_100"
wenzhanglibaolv,"3_30001_1_100,3_30007_1_100,3_30013_1_100,3_30019_1_100,3_30025_1_100,3_30031_1_100,3_30037_1_100,3_30043_1_100,3_30049_1_100,3_30002_1_100,3_30008_1_100,3_30014_1_100,3_30020_1_100,3_30026_1_100,3_30032_1_100,3_30038_1_100,3_30044_1_100,3_30050_1_100"
wenzhanglibaolan,"3_30003_1_100,3_30009_1_100,3_30015_1_100,3_30021_1_100,3_30027_1_100,3_30033_1_100,3_30039_1_100,3_30045_1_100,3_30051_1_100,3_30004_1_100,3_30010_1_100,3_30016_1_100,3_30022_1_100,3_30028_1_100,3_30034_1_100,3_30040_1_100,3_30046_1_100,3_30052_1_100"
suipianlibao140073b,"3_20022_10_100,3_20023_10_100,3_20010_10_100,3_20014_10_100,3_20040_10_100,3_20017_10_100,3_20025_10_100,3_20046_10_100,3_20009_10_100,3_20030_10_100,3_20008_10_100,3_20021_10_100,3_20013_10_100,3_20011_10_100,3_20040_10_100,3_20039_10_100,3_20007_10_100,3_20005_10_100,3_20006_10_100,3_20004_10_100,3_20002_10_100,3_20058_10_100,3_20062_10_100"
suipianlibao140073ba,"3_20022_10_100,3_20023_10_100,3_20010_10_100,3_20014_10_100,3_20040_10_100,3_20017_10_100,3_20025_10_100,3_20046_10_100,3_20009_10_100,3_20030_10_100,3_20008_10_100,3_20021_10_100,3_20013_10_100,3_20011_10_100,3_20040_10_100,3_20039_10_100,3_20007_10_100,3_20005_10_100,3_20006_10_100,3_20004_10_100,3_20002_10_100,3_20058_10_100,3_20062_10_100,3_20003_10_100,3_20029_10_100,3_20019_10_100,3_20028_10_100,3_20033_10_100,3_20035_10_100,3_20051_10_100,3_20042_10_100,3_20044_10_100,3_20055_10_100,3_20057_10_100,3_20059_10_100,3_20027_10_100,3_20020_10_100"
suipianlibao140074b,"3_20022_15_100,3_20023_15_100,3_20010_15_100,3_20014_15_100,3_20040_15_100,3_20017_15_100,3_20025_15_100,3_20046_15_100,3_20009_15_100,3_20030_15_100,3_20008_15_100,3_20021_15_100,3_20013_15_100,3_20011_15_100,3_20040_15_100,3_20039_15_100,3_20007_15_100,3_20005_15_100,3_20006_15_100,3_20004_15_100,3_20002_15_100,3_20058_15_100,3_20062_15_100"
suipianlibao140074asss,"3_20003_10_90,3_20029_10_90,3_20019_10_90,3_20028_10_90,3_20033_10_90,3_20035_10_90,3_20051_10_90,3_20042_10_90,3_20044_10_90,3_20055_10_90,3_20057_10_90,3_20059_10_90,3_20027_10_90,3_20020_10_90,3_20024_10_9,3_20032_10_9,3_20038_10_9,3_20045_10_9,3_20050_10_9,3_20060_10_9,3_20056_10_9,3_20043_10_1,3_20043_10_1,3_20054_10_1,3_20052_10_1,3_20053_10_1,3_20049_10_1,3_20048_10_1,3_20061_120_1"
suipianlibao140073a,"3_20003_10_100,3_20029_10_100,3_20019_10_100,3_20028_10_100,3_20033_10_100,3_20035_10_100,3_20051_10_100,3_20042_10_100,3_20044_10_100,3_20055_10_100,3_20057_10_100,3_20059_10_100,3_20027_10_100,3_20020_10_100"
suipianlibao140074a,"3_20003_15_100,3_20029_15_100,3_20019_15_100,3_20028_15_100,3_20033_15_100,3_20035_15_100,3_20051_15_100,3_20042_15_100,3_20044_15_100,3_20055_15_100,3_20057_15_100,3_20059_15_100,3_20027_15_100,3_20020_15_100"
xiyiren,7_xgXiyiren2_1_0_100
20star1,"1_1_30_1200,3_50006_1_100,3_40058_2_100,3_40053_1_50"
20star2,"1_1_35_900,3_50006_1_100,3_40058_2_100,3_40053_1_50"
20star3,"1_1_40_700,3_50006_1_100,3_40058_2_100,3_40053_1_50"
20star4,"1_1_45_500,3_50006_1_100,3_40058_2_100,3_40053_1_50"
20star5,"1_1_50_300,3_50006_1_100,3_40058_2_100,3_40053_1_50"
25star1,"1_1_30_1200,3_50007_1_100,3_40058_3_100,3_10024_1_50"
25star2,"1_1_35_900,3_50007_1_100,3_40058_3_100,3_10024_1_50"
25star3,"1_1_40_700,3_50007_1_100,3_40058_3_100,3_10024_1_50"
25star4,"1_1_45_500,3_50007_1_100,3_40058_3_100,3_10024_1_50"
25star5,"1_1_50_300,3_50007_1_100,3_40058_3_100,3_10024_1_50"
30star1,"1_1_30_1200,3_10018_1_100,3_40053_1_100,3_10024_1_50"
30star2,"1_1_35_900,3_10018_1_100,3_40053_1_100,3_10024_1_50"
30star3,"1_1_40_700,3_10018_1_100,3_40053_1_100,3_10024_1_50"
30star4,"1_1_45_500,3_10018_1_100,3_40053_1_100,3_10024_1_50"
30star5,"1_1_50_300,3_10018_1_100,3_40053_1_100,3_10024_1_50"
35star1,"1_1_35_1200,3_10018_1_100,3_40053_1_100,3_10024_1_50"
35star2,"1_1_40_900,3_10018_1_100,3_40053_1_100,3_10024_1_50"
35star3,"1_1_45_700,3_10018_1_100,3_40053_1_100,3_10024_1_50"
35star4,"1_1_50_500,3_10018_1_100,3_40053_1_100,3_10024_1_50"
35star5,"1_1_55_300,3_10018_1_100,3_40053_1_100,3_10024_1_50"
40star1,"1_1_35_1200,3_10018_1_100,3_40053_1_100,3_10024_1_50"
40star2,"1_1_40_900,3_10018_1_100,3_40053_1_100,3_10024_1_50"
40star3,"1_1_45_700,3_10018_1_100,3_40053_1_100,3_10024_1_50"
40star4,"1_1_50_500,3_10018_1_100,3_40053_1_100,3_10024_1_50"
40star5,"1_1_55_300,3_10018_1_100,3_40053_1_100,3_10024_1_50"
45star1,"1_1_35_1200,3_10018_2_100,3_40053_2_100,3_10024_2_50"
45star2,"1_1_40_900,3_10018_2_100,3_40053_2_100,3_10024_2_50"
45star3,"1_1_45_700,3_10018_2_100,3_40053_2_100,3_10024_2_50"
45star4,"1_1_50_500,3_10018_2_100,3_40053_2_100,3_10024_2_50"
45star5,"1_1_55_300,3_10018_2_100,3_40053_2_100,3_10024_2_50"
50star1,"1_1_40_1200,3_10018_2_100,3_40053_3_100,3_10024_2_50"
50star2,"1_1_45_900,3_10018_2_100,3_40053_3_100,3_10024_2_50"
50star3,"1_1_50_700,3_10018_2_100,3_40053_3_100,3_10024_2_50"
50star4,"1_1_55_500,3_10018_2_100,3_40053_3_100,3_10024_2_50"
50star5,"1_1_60_300,3_10018_2_100,3_40053_3_100,3_10024_2_50"
55star1,"1_1_40_1200,3_10019_1_100,3_40053_4_100,3_10025_1_50"
55star2,"1_1_45_900,3_10019_1_100,3_40053_4_100,3_10025_1_50"
55star3,"1_1_50_700,3_10019_1_100,3_40053_4_100,3_10025_1_50"
55star4,"1_1_55_500,3_10019_1_100,3_40053_4_100,3_10025_1_50"
55star5,"1_1_60_300,3_10019_1_100,3_40053_4_100,3_10025_1_50"
60star1,"1_1_40_1200,3_10019_1_100,3_40054_1_100,3_10025_1_50"
60star2,"1_1_45_900,3_10019_1_100,3_40054_1_100,3_10025_1_50"
60star3,"1_1_50_700,3_10019_1_100,3_40054_1_100,3_10025_1_50"
60star4,"1_1_55_500,3_10019_1_100,3_40054_1_100,3_10025_1_50"
60star5,"1_1_60_300,3_10019_1_100,3_40054_1_100,3_10025_1_50"
pvpboxreward40064,"3_20047_1_100,3_20034_1_100,3_20026_1_100"
towerboxreward40065,"3_20049_1_100,3_20036_1_100,3_20015_1_100"
composemonsterb,"3_20046_30_5,3_20010_30_5,3_20013_30_5,3_20021_30_5,3_20009_30_5,3_20007_30_5,3_20066_30_5,3_20065_30_5,3_20005_30_5,3_20006_30_5,3_20004_30_5,3_20046_24_15,3_20010_24_15,3_20013_24_15,3_20021_24_15,3_20009_24_15,3_20007_24_15,3_20066_24_15,3_20065_24_15,3_20005_24_15,3_20006_24_15,3_20004_24_15,3_20046_18_60,3_20010_18_60,3_20013_18_60,3_20021_18_60,3_20009_18_60,3_20007_18_60,3_20066_18_60,3_20065_18_60,3_20005_18_60,3_20006_18_60,3_20004_18_60,3_20046_12_15,3_20010_12_15,3_20013_12_15,3_20021_12_15,3_20009_12_15,3_20007_12_15,3_20066_12_15,3_20065_12_15,3_20005_12_15,3_20006_12_15,3_20004_12_15,3_20046_6_5,3_20010_6_5,3_20013_6_5,3_20021_6_5,3_20009_6_5,3_20007_6_5,3_20066_6_5,3_20065_6_5,3_20005_6_5,3_20006_6_5,3_20004_6_5"
composemonstera,"3_20011_50_5,3_20014_50_5,3_20040_50_5,3_20031_50_5,3_20008_50_5,3_20015_50_5,3_20017_50_5,3_20026_50_5,3_20025_50_5,3_20023_50_5,3_20022_50_5,3_20030_50_5,3_20058_50_5,3_20062_50_5,3_20039_50_5,3_20002_50_5,3_20029_50_5,3_20063_50_5,3_20064_50_5,3_20019_50_5,3_20028_50_5,3_20033_50_5,3_20044_50_5,3_20057_50_5,3_20059_50_5,3_20020_50_5,3_20067_50_5,3_20011_40_15,3_20014_40_15,3_20040_40_15,3_20031_40_15,3_20008_40_15,3_20015_40_15,3_20017_40_15,3_20026_40_15,3_20025_40_15,3_20023_40_15,3_20022_40_15,3_20030_40_15,3_20058_40_15,3_20062_40_15,3_20039_40_15,3_20002_40_15,3_20029_40_15,3_20063_40_15,3_20064_40_15,3_20019_40_15,3_20028_40_15,3_20033_40_15,3_20044_40_15,3_20057_40_15,3_20059_40_15,3_20020_40_15,3_20067_40_15,3_20011_30_60,3_20014_30_60,3_20040_30_60,3_20031_30_60,3_20008_30_60,3_20015_30_60,3_20017_30_60,3_20026_30_60,3_20025_30_60,3_20023_30_60,3_20022_30_60,3_20030_30_60,3_20058_30_60,3_20062_30_60,3_20039_30_60,3_20002_30_60,3_20029_30_60,3_20063_30_60,3_20064_30_60,3_20019_30_60,3_20028_30_60,3_20033_30_60,3_20044_30_60,3_20057_30_60,3_20059_30_60,3_20020_30_60,3_20067_30_60,3_20011_20_15,3_20014_20_15,3_20040_20_15,3_20031_20_15,3_20008_20_15,3_20015_20_15,3_20017_20_15,3_20026_20_15,3_20025_20_15,3_20023_20_15,3_20022_20_15,3_20030_20_15,3_20058_20_15,3_20062_20_15,3_20039_20_15,3_20002_20_15,3_20029_20_15,3_20063_20_15,3_20064_20_15,3_20019_20_15,3_20028_20_15,3_20033_20_15,3_20044_20_15,3_20057_20_15,3_20059_20_15,3_20020_20_15,3_20067_20_15,3_20011_10_5,3_20014_10_5,3_20040_10_5,3_20031_10_5,3_20008_10_5,3_20015_10_5,3_20017_10_5,3_20026_10_5,3_20025_10_5,3_20023_10_5,3_20022_10_5,3_20030_10_5,3_20058_10_5,3_20062_10_5,3_20039_10_5,3_20002_10_5,3_20029_10_5,3_20063_10_5,3_20064_10_5,3_20019_10_5,3_20028_10_5,3_20033_10_5,3_20044_10_5,3_20057_10_5,3_20059_10_5,3_20020_10_5,3_20067_10_5"
composemonsters,"3_20024_80_5,3_20032_80_5,3_20038_80_5,3_20045_80_5,3_20050_80_5,3_20060_80_5,3_20056_80_5,3_20047_80_5,3_20003_80_5,3_20035_80_5,3_20051_80_5,3_20042_80_5,3_20055_80_5,3_20027_80_5,3_20036_80_5,3_20034_80_5,3_20068_80_5,3_20071_80_5,3_20024_64_15,3_20032_64_15,3_20038_64_15,3_20045_64_15,3_20050_64_15,3_20060_64_15,3_20056_64_15,3_20047_64_15,3_20003_64_15,3_20035_64_15,3_20051_64_15,3_20042_64_15,3_20055_64_15,3_20027_64_15,3_20036_64_15,3_20034_64_15,3_20068_64_15,3_20071_64_15,3_20024_48_60,3_20032_48_60,3_20038_48_60,3_20045_48_60,3_20050_48_60,3_20060_48_60,3_20056_48_60,3_20047_48_60,3_20003_48_60,3_20035_48_60,3_20051_48_60,3_20042_48_60,3_20055_48_60,3_20027_48_60,3_20036_48_60,3_20034_48_60,3_20068_48_60,3_20071_48_60,3_20024_32_15,3_20032_32_15,3_20038_32_15,3_20045_32_15,3_20050_32_15,3_20060_32_15,3_20056_32_15,3_20047_32_15,3_20003_32_15,3_20035_32_15,3_20051_32_15,3_20042_32_15,3_20055_32_15,3_20027_32_15,3_20036_32_15,3_20034_32_15,3_20068_32_15,3_20071_32_15,3_20024_16_5,3_20032_16_5,3_20038_16_5,3_20045_16_5,3_20050_16_5,3_20060_16_5,3_20056_16_5,3_20047_16_5,3_20003_16_5,3_20035_16_5,3_20051_16_5,3_20042_16_5,3_20055_16_5,3_20027_16_5,3_20036_16_5,3_20034_16_5,3_20068_16_5,3_20071_16_5"
composemonsterss,"3_20043_120_5,3_20054_120_5,3_20052_120_5,3_20053_120_5,3_20049_120_5,3_20048_120_5,3_20061_120_5,3_20070_120_5,3_20069_120_5,3_20043_96_15,3_20054_96_15,3_20052_96_15,3_20053_96_15,3_20049_96_15,3_20048_96_15,3_20061_96_15,3_20070_96_15,3_20069_96_15,3_20043_72_60,3_20054_72_60,3_20052_72_60,3_20053_72_60,3_20049_72_60,3_20048_72_60,3_20061_72_60,3_20070_72_60,3_20069_72_60,3_20043_48_15,3_20054_48_15,3_20052_48_15,3_20053_48_15,3_20049_48_15,3_20048_48_15,3_20061_48_15,3_20070_48_15,3_20069_48_15,3_20043_24_5,3_20054_24_5,3_20052_24_5,3_20053_24_5,3_20049_24_5,3_20048_24_5,3_20061_24_5,3_20070_24_5,3_20069_24_5"
epicfregmentda40077,"3_20043_120_1,3_20043_120_1,3_20054_120_1,3_20052_120_1,3_20053_120_1,3_20049_120_1,3_20048_120_1,3_20061_120_1"
